satis (enough)	asset	dissatisfaction	dissatisfied	insatiable	insatiate	satiate	satiety	satisfaction	satisfactory	unsatisfactory	unsatisfied																																																																																																																																																																		
similis (similar to)	assemblage	assemble	assembly	assimilate	assimilation	dissemble	dissimilar	dissimulation	ensemble	reassemble	resemblance	resemble	semblance	similarity	similitude	simulate	simultaneous																																																																																																																																																												
sinister (left / wicked)	sinister																																																																																																																																																																												
sollicitus (worried)	insouciance	insouciant	solicit	solicitous	solicitude																																																																																																																																																																								
sōlus (alone)	desolate	desolation	sole	soliloquy	solitaire	solitary	solitude	solo	sullen																																																																																																																																																																				
sordidus (dirty)	sordid																																																																																																																																																																												
stultus (silly / foolish)	stultify	stultification																																																																																																																																																																											
superbus (proud)	superb	superbly																																																																																																																																																																											
tardus (slow)	retard	tardiness	tardy																																																																																																																																																																										
timidus (afraid)	q.v. timeō																																																																																																																																																																												
tōtus (whole / all)	factotum	total	totality	in toto																																																																																																																																																																									
vacuus (empty)	vacuum	vacuous	vacuity																																																																																																																																																																										
vehemēns (violent)	vehement	vehemently																																																																																																																																																																											
vērus (true)	aver	veracity	verdict	verify	verily	veritable	verity	very																																																																																																																																																																					
vīvus (living)	q.v. vīvō																																																																																																																																																																												
Latin Verbs and their Derivatives																																																																																																																																																																													
accidō (happen)	q.v. cadō																																																																																																																																																																												
accūsō (accuse / blame)	q.v. causa																																																																																																																																																																												
aedificō (build)	q.v. aedēs																																																																																																																																																																												
agō (do / drive / act)	act	actor	action	active	activity	actual	actuate	agency	agent	agile	agility	agitate	agitation	agitator	ambiguity	ambiguous	assay	circumnavigate	coagulate	coagulation	cogency	cogent	cogitate	cogitation	counteract	enact	enactment	essay	exact	exaction	exactitude	exactly	examination	examine	exigency	exigent	inaction	inactive	inactivity	interact	interaction	navigate	navigable	navigation	navigator	prodigal	prodigality	react	reaction	reactionary	reagent	squat	squatter	transact	transaction																																																																																																																						
ambulō (walk)	alley	amble	ambulate	ambulance	perambulate	preamble	circumambulate	somnambulate	somnambulist																																																																																																																																																																				
amō (love)	amateur	amatory	amiable	amicable	amity	amorous	amour	enamor	enamoured	enemy	inimical	paramour	Amanda	Amy																																																																																																																																																															
aperiō (open)	aperture	overt	overture	pert																																																																																																																																																																									
apellō (name / call)	appeal	appellant	appellate	appellation																																																																																																																																																																									
arceō (keep away)	coerce	coercion	coercive	exercise																																																																																																																																																																									
ardeō (burn / be on fire)	ardent	ardently	arson																																																																																																																																																																										
audeō (dare)	audacious	audacity																																																																																																																																																																											
augeō (increase)	auction	auctioneer	augment	augmentation	august	author	authority	authoritative	authorize	authorization	auxiliary	unauthorized																																																																																																																																																																	
audiō (hear / listen to)	audible	audience	audit	auditory	disobedience	disobedient	disobey	inaudible	obedience	obedient	obeisance	obey																																																																																																																																																																	
bibō (drink)	beverage	bib	imbibe																																																																																																																																																																										
cadō (fall / die)	accident	accidental	cadence	cascade	case	casual	casualty	casuist	chance	cheat	cheater	chute	coincide	coincidence	coincident	decadent	decadence	decay	deciduous	incidence	incident	incidental	mischance	occasion	occasional	occident	occidental	parachute	perchance																																																																																																																																																
canō (sing)	accent	accentuate	cantata	canticle	canto	chanson	chant	chanticleer	chantry	charm	charmeuse	chaunt	descant	disenchant	enchant	enchantment	enchantress	incantation	incentive	recant																																																																																																																																																									
capiō (take / capture)	accept	acceptable	acceptance	anticipate	anticipation	cable	caitiff	capability	capable	capacious	capacity	capstan	caption	captious	captivate	captive	captivity	captor	capture	catch	catcher	cate	cater	chase	conceit	conceited	conceivable	conceive	concept	conception	deceit	deception	deceptive	emancipate	emancipation	except	exception	exceptionable	exceptional	imperceptible	incapable	incapacitate	incapacity	inception	incipient	inconceivable	intercept	irrecoverable	ketch	misconceive	misconception	municipal	municipality	occupancy	occupant	occupy	participant	participate	participation	participle	perceive	perceptible	perception	precept	preceptor	preconceive	preoccupation	preoccupied	prince	princess	principal	principle	purchase	recapture	receipt	receive	receiver	receptacle	reception	receptive	recipe	recipient	recover	recovery	recuperate	recuperation	susceptible	susceptibility	undeceive	unexceptionable	unoccupied	unprincipled																																																																																	
cāveō (beware)	caution	cautious	incautious	precaution	precautionary																																																																																																																																																																								
cēdō (move / yield)	abscess	accede	access	accessible	accession	accessory	ancestor	ancestral	ancestry	antecedent	cease	ceaseless	cede	cessation	cession	concede	concession	deceased	exceed	exceedingly	excess	excessive	inaccessible	incessant	intercede	intercession	intercessor	necessary	necessitate	precede	precedence	precedent	predecessor	procedure	proceed	proceeds	process	procession	processional	recede	recess	recession	recessive	secede	secession	succeed	success	successful	succession	successive	successor	unnecessary	unprecedented	unsuccessful																																																																																																																							
cernō (see)	ascertain	certain	certainty	certificate	certify	concern	concert	concerted	concerto	decree	discern	discernible	disconcert	discreet	discretion	discretionary	discriminate	excrement	excrete	excretion	excretory	indiscreet	indiscretion	indiscriminate	recrimination	secrecy	secret	secretary	secrete	secretion	secretly	uncertain	unconcerned																																																																																																																																												
cieō (stir up / arouse / excite)	citation	cite	excitable	excite	excitement	incite	incitement	recital	recitation	recite	resuscitate	solicit	solicitation	solicitor	solicitous	solicitude	insouciant	insouciance																																																																																																																																																											
clāmō (shout)	acclaim	acclamation	claim	claimant	clamorous	declaim	declamation	exclaim	exclamation	exclamatory	disclaim	disclaimer	proclaim	proclamation	reclaim	reclamation	unclaim																																																																																																																																																												
claudō (close)	clause	cloister	close	closet	closure	conclude	conclusion	conclusive	disclose	disclosure	enclose	enclosure	exclude	exclusive	exclusion	foreclose	inclose	inclosure	include	inclusion	preclude	recluse	seclude	secluded	seclusion	sluice	unclose																																																																																																																																																		
cōgō (force / compel / collect)	q.v. agō																																																																																																																																																																												
colō (till / worship / dwell)																																																																																																																																																																													
cōnstituō (decide / establish)	q.v. stō																																																																																																																																																																												
coquō (cook)	apricot	biscuit	concoct	concoction	cook	cookbook	cookery	cooker	cuisine	kitchen	precocious	precocity	terra-cotta	uncooked																																																																																																																																																															
crēdō (believe / trust)	accredit	credence	credentials	credibility	credible	credit	creditable	credulity	credulous	creed	discredit	grant	incredible	incredulity	incredulous	miscreant	recreant																																																																																																																																																												
cupiō (desire / want)	concupiscence	covet	covetous	covetousness	cupidity																																																																																																																																																																								
cūrō (care for)	q.v. cūra																																																																																																																																																																												
currō (run)	concourse	concur	concurrence	concurrent	corridor	corsair	courier	course	currency	current	cursory	discourse	discursive	excursion	excursive	hussar	incur	incursion	intercourse	occur	occurrence	precursor	recourse	recur	recurrence	recurrent	succor	undercurrent																																																																																																																																																	
custodiō (guard)	custodian	custodial	custody																																																																																																																																																																										
dēbeō (owe / ought)	debit	debt	debtor	devoir	due	duly	duteous	dutiable	dutiful	duty	endeavor	indebted	overdue	undue	unduly																																																																																																																																																														
dēfendō (defend)	defend	defendant	defender	defense	defensible	defensive	fence	fender	undefended	unfenced																																																																																																																																																																			
dēlectō (delight / please)	delectable	delicious	delight	dilettante																																																																																																																																																																									
dēleō (destroy)	delete	indelible																																																																																																																																																																											
dīcō (say)	addict	addicted	addiction	bedight	benediction	benison	condition	conditional	contradict	contradiction	dictate	dictation	dictatorial	dictator	dight	ditty	edict	indict	indictment	indite	interdict	interdiction	jurisdiction	malediction	predict	prediction	unconditional	verdict	valedictorian																																																																																																																																																
discō (learn)	disciple	discipline	undisciplined																																																																																																																																																																										
dō (give)	add	addition	additional	antedate	betray	betrayal	betrayer	date	dative	dice	donate	donation	donor	dowager	dower	dowry	edit	edition	editor	editorial	endow	endowment	extradite	extradition	guerdon	pardon	pardonable	pardoner	perdition	render	rendezvous	rent	rental	renter	sacerdotal	surrender	tradition	traitor	traitorous	treason	treasonable	vender	vendor																																																																																																																																		
doceō (teach)	docile	docility	doctorate	doctrinal	doctrine	document	documentary																																																																																																																																																																						
doleō (grieve / feel pain)	condole	condolence	doleful	dolorous	indolence	indolent																																																																																																																																																																							
dormiō (sleep)	dormant	dorm	dormitory																																																																																																																																																																										
dūcō (lead)	abduct	abduction	adduce	aqueduct	archduke	conduce	conducive	conduct	conduction	conductor	conduit	deduce	deduct	deduction	doge	duc	ducal	ducat	duchess	duchy	duct	ductile	duke	dukedom	educe	induce	inducement	induction	inductive	introduce	introduction	misconduct	produce	producer	product	production	productive	redoubt	reduce	reduction	reproduce	reproduction	reproductive	seduce	seduction	subdue	traduce	viaduct																																																																																																																													
emō (buy)	example	exemplary	exemplification	exemplify	exempt	exemption	impromptu	peremptory	premium	prompt	promptitude	promptly	ransom	redeem	redeemer	redemption	sample	sampler	vintage																																																																																																																																																										
eō (go)	ambient	ambition	ambitious	circuit	circuitous	commence	commencement	concomitant	commencement	concomitant	constable	count (n.)	countess	countship	county	exit	imperishable	initial	initiate	initiation	initiative	issue	itinerant	itinerary	intransitive	obituary	perish	perishable	praetorian	preterit	preterition	recommence	sedition	seditious	sudden	trance	transient	transit	transition	transitory	transitive																																																																																																																																				
errō (wander / be wrong)	aberration	arrant	err	arrant	erratic	erroneous	unerring																																																																																																																																																																						
exerceō (train / exercise)	q.v. arceō																																																																																																																																																																												
excitō (stir up / arouse)	q.v. cieō																																																																																																																																																																												
faciō (do / make)	affair	affect	affectation	affectionate	amplification	amplify	artifice	artificer	artificial	beautify	benefaction	benefactor	benefice	beneficence	beneficent	beneficial	beneficiary	benefit	certificate	certified	certify	chafe	chauffeur	clarify	classify	classification	coefficient	comfit	confection	confectionary	confetti	counterfeit	deface	defeat	defect	defection	defective	deficiency	deficient	deficit	deify	difficult	difficulty	dignified	dignify	disaffect	discomfit	disinfect	disinfectant	disqualify	dissatisfaction	dissatisfied	diversify	edification	edifice	edify	efface	effect	effective	effectual	efficacious	efficacy	efficient	efficiency	electrify	exemplify	facade	face	facet	facial	facile	facilitate	facility	fact	faction	factious	factitious	factory	factotum	faculty	falsify	fashion	fashionable	feasible	feat	feature	fetish	forfeit	forfeiture	fortification	fortify	glorification	glorify	gratification	gratify	horrify	identify	imperfect	imperfection	indefeasible	indemnify	ineffective	ineffectual	inefficiency	inefficient	infect	infection	infectious	insignificant	insufficient	intensify	justify	justification	liquefy	magnific	magnificent	magnify	magnification	malefactor	manufacture	modify	modification	munificence	munificent	mystify	notify	notification	nullify	nullification	office	officer	officious	olfactory	orifice	ossify	pacific	pacify	pacifism	perfect	perfection	personify	personification	petrify	pluperfect	prefect	prefecture	proficient	profit	profiteer	prolific	purify	putrefy	qualify	ratify	rectify	refection	refectory	sacrifice	sacrify	sanctify	satisfy	scientific	significant	specific	signify	suffice	sufficient	stratify	surfeit	terrific	surface	unify	verify
faveō (favor)	disfavor	favor	favorable	favorite	favoritism	unfavorable																																																																																																																																																																							
ferō (bring / carry / bear)	afferent	carboniferous	circumference	confer	conference	defer	deference	deferential	differ	difference	different	differential	differentiate	efferent	fertile	fertility	fertilization	fertilize	fertilizer	indifference	indifferent	infer	inference	infertility	insufferable	odoriferous	offer	pestiferous	prefer	preferable	preference	preferment	proffer	refer	referee	reference	suffer	sufferance	sufferer	transfer	transference	vociferous																																																																																																																																			
fluō (flow)	affluence	affluent	confluence	confluent	conflux	effluence	fluctuate	fluctuation	fluency	fluent	fluid	flume	flux	influence	influential	influenza	influx	mellifluous	reflux	superfluous																																																																																																																																																									
for (speak)	affable	confabulate	defame	enfant	fable	fabulous	fairy	fame	famous	fatal	fatality	fate	fay	ineffable	infamous	infancy	infant	infantile	infantine	nefarious	preface	prefatory																																																																																																																																																							
frangō (break)	fraction	fractional	fracture	fragile	fragment	fragmentary	frail	frailty	fritter	infraction	infringe	infringement	osprey	refract	refraction	refractive	refractory																																																																																																																																																												
fugiō (flee)	centrifugal	fugitive	fugue	refuge	refugee	subterfuge																																																																																																																																																																							
gaudeō (rejoice)	enjoy	enjoyable	gaudy	gaudiness	joy	joyfully	rejoice																																																																																																																																																																						
gerō (wear / wage / conduct)	belligerent	congested	congested	digest	digestible	digestion	digestive	gerund	gesticulate	gesticulation	gesture	indigestible	indigestion	jest	jester	register	registrar	registration	registry	suggest	suggestion	suggestive																																																																																																																																																							
habeō (have)	ability	able	ably	avoirdupois	disability	disable	enable	exhibit	exhibition	exhibitor	habit	habitable	habitation	habitat	habitual	inability	inhabit	inhabitant	inhibit	inhibition	malady	prohibit	prohibition	prohibitive	rehabilitate	unable	uninhabited																																																																																																																																																		
habitō (live)	q.v. habeō																																																																																																																																																																												
haereō (stick / cling)	adhere	adherence	adherent	adhesion	adhesive	cohere	coherence	coherent	cohesion	hesitate	hesitancy	hesitation	incoherent	inherent																																																																																																																																																															
iaceō (lie down)	adjacent	gist	joist																																																																																																																																																																										
iaciō (throw)	abject	adjective	conjecture	dejected	dejection	ejaculate	ejaculation	eject	inject	injection	interjection	jess	jet	jetty	jut	object	objection	objectionable	objective	project	projection	projectile	projector	reject	rejection	subject	subjection	subjective	trajectory																																																																																																																																																
iūdicō (judge)	iūs (law) + dīcō (say)																																																																																																																																																																												
labōrō (work)	labor	belabor	collaborate	collaboration	collaborator	elaborate	laboratory	laborious	laborer																																																																																																																																																																				
lacrimō (cry)	lacrimate	lachrymal																																																																																																																																																																											
laudō (praise)	allow	allowance	disallow	laud	laudable	laudation																																																																																																																																																																							
lavō (wash)	ablution	alluvial	deluge	dilute	dilution	launder	laundry	lava	lavatory	lave	laver	lavish	lotion																																																																																																																																																																
legō (read / choose)	coil	collect	collection	collective	collector	cull	diligence	diligent	elect	election	electioneer	elective	elector	electoral	electorate	eligible	eligibility	intellect	intellectual	intelligence	intelligent	intelligentsia	intelligible	lecture	lecturer	legend	legendary	legible	legion	legionary	lesson	neglect	negligee	negligence	negligent	negligible	predilection	recollect	recollection	re-elect	re-election	sacrilege	sacrilegious	select	selection	selective	unintelligible																																																																																																																														
līberō (free)	deliver	deliverance	delivery	illiberal	liberal	liberalism	liberality	liberate	liberation	libertine	liberty	livery																																																																																																																																																																	
licet (it is permitted)	illicit	leisure	leisurely	license	licentiate	licentious	licentiousness																																																																																																																																																																						
lūdō (play)	allude	allusion	collude	collusion	delude	delusion	delusional	disillusion	disillusionment	elude	elusive	illusion	illusive	illusory	interlude	ludicrous	prelude																																																																																																																																																												
maneō (stay / wait / remain)	manor	manorial	manse	mansion	menagerie	menial	permanence	permanent	remain	remainder	remnant																																																																																																																																																																		
mittō (send)	admission	admit	admittance	commissar	commission	commissioner	commit	commitment	committee	compromise	demise	dismiss	dismissal	emissary	emission	emit	inadmissible	intermission	intermit	intermittent	manumission	mess	message	messenger	missile	mission	missionary	missive	muss	omission	omit	permissible	permission	permissive	permit	premise	promise	promissory	remiss	remission	remit	remittance	submission	submissive	submit	surmise	transmission	transmit																																																																																																																													
moneō (warn)	admonish	admonition	demonstrable	demonstrative	demonstrate	monition	monitor	monster	monstrosity	monstrous	monument	monumental	muster	premonition	remonstrance	remonstrate	summon	summons																																																																																																																																																											
monstrō (show)	q.v. moneō																																																																																																																																																																												
moveō (move)	automobile	automotive	commotion	emotion	emotional	immobile	immovable	locomotion	locomotive	mob	mobile	mobility	mobilize	mobilization	moment	momentary	momentous	motif	motion	motionless	motive	motor	motorboat	motorcycle	movable	move	movement	mover	movie	mutineer	mutinous	mutiny	promote	promotion	remote	removable	removal	remove	unmoved	unmovable																																																																																																																																					
mūtō (change)	commute	commuter	immutable	molt	mutability	mutable	mutation	mutant	mutual	transmutation	transmute																																																																																																																																																																		
nārrō (tell)	narrate	narrative	narrator																																																																																																																																																																										
nascor (be born)	cognate	innate	international	naive	natal	pre-natal	nation	national	nationalism	nationalistic	native	nativity	natural	naturalist	naturalization	nature	preternatural	puny	renaissance	supernatural	unnatural																																																																																																																																																								
nāvigō (sail)	navis (ship) + ago (drive)																																																																																																																																																																												
noscō (know / learn)	acquaint	acquaintance	cognition	cognizance	cognizant	connoisseur	ennoble	ignoble	incognito	nobility	noble	notice	noticeable	notification	notify	notion	notoriety	notorious	notoriously	recognition	recognizable	recognize	reconnaissance	reconnoiter	unacquainted																																																																																																																																																				
numerō (count)	q.v. numerus																																																																																																																																																																												
nuntiō (announce / report)	announce	announcement	announcer	annunciation	denounce	denunciation	enunciate	enunciation	nuncio	pronounce	pronounced	pronouncement	pronunciation	renounce	renunciation	unannounced																																																																																																																																																													
odī (hate)	annoy	annoyance	ennui	noisome	odious																																																																																																																																																																								
ostendō (show)	ostensible	ostentatious																																																																																																																																																																											
parō (prepare)	dissever	emperor	empire	empress	imperative	imperial	imperialism	imperialist	imperious	inseparable	irreparable	parachute	parade	parapet	parasol	pare	paring	parry	preparation	preparatory	prepare	rampart	repair	reparation	separable	separate	separation	separatist	separator	sever	several	severance	unprepared																																																																																																																																												
pariō (beget / give birth)	parent	parentage	parental	grandparent	repertoire	postpartum																																																																																																																																																																							
pellō (drive / strike)	compel	compulsion	compulsory	dispel	expel	expulsion	impel	impulse	impulsion	impulsive	peal	propel	propeller	propulsion	pulsate	pulsation	pulse	push	repeal	repel	repellent	repulse	repulsion	repulsive																																																																																																																																																					
petō (seek)	appetite	appetizer	compete	competence	competency	competent	competition	competitive	competitor	impetuous	impetuosity	incompetence	incompetent	perpetual	perpetuate	perpetuity	petition	petitioner	petulance	petulant	repeat	repetition																																																																																																																																																							
pingō (paint)	depict	paint	painter	pictorial	picture	picturesque	pigment	pigmentary	pimento																																																																																																																																																																				
placeō (please)	complacence	complacency	complacent	complaisance	complaisant	displease	displeasure	placid	plea	plead	pleader	pleasance	pleasant	pleasantry	please	pleasure	unpleasant																																																																																																																																																												
plaudō (clap)	applaud	applause	explode	explosive	implode	plaudit	plauditory	plausible	implausible																																																																																																																																																																				
pōnō (put / place)	apposite	component	composite	composition	compost	compound	decomposition	deposit	deposition	depository	depot	disposition	exponent	exposition	expositor	expound	imposition	impost	imposter	imposture	juxtaposition	opponent	opposite	opposition	outpost	position	positive	post	postage	postal	position	postmaster	postpone	posture	predisposition	preposition	proposition	propound	provost	repository	suppository	supposition																																																																																																																																			
portō (carry)	comport	deport	deportation	deportment	disport	export	exportation	exporter	import	importance	important	importation	importer	portable	portage	porter	porterhouse	portfolio	portly	portmanteau	purport	report	reporter	sport	sportsmanship	support	transport																																																																																																																																																		
possum (be able)	potis (powerful) + sum (be)																																																																																																																																																																												
pugnō (flight)	impugn	poniard	pugnacious	repugnance	repugnant																																																																																																																																																																								
pulsō (hit / strike)	q.v. pellō																																																																																																																																																																												
pūniō (punish)	impunity	pain	painful	penal	penalize	punish	repine	punitive	subpoena																																																																																																																																																																				
putō (think)	account	accountable	accountant	amputate	amputation	computation	compute	count (v.)	counter	deputation	depute	deputy	discount	disputable	disputant	disputation	dispute	disreputable	disrepute	imputation	impute	indisputable	recount	reputable	reputation	repute																																																																																																																																																			
quaerō (ask / seek)	acquire	acquisition	acquisitive	conquer	conquest	enquire	enquiry	exquisite	inquest	inquire	inquirer	inquiry	inquisition	inquisitive	inquisitor	perquisite	query	quest	question	questionnaire	reconquer	request	require	requirement	requisite	requisition	unconquered	unquestionable																																																																																																																																																	
rapiō (snatch / seize)	enrapture	rapacious	rapacity	rape	rapid	rapidity	rapids	rapine	rapt	rapture	rapturous	ravage	ravenous	ravin	ravine	ravish	surreptitious	usurp	usurpation	usurper																																																																																																																																																									
relinquō (leave behind / abandon)	relinquish	relic																																																																																																																																																																											
regō (rule)	address	adriot	alert	correct	direct	directory	dirge	dirigible	dress	erect	escort	incorrect	incorrigible	indirect	insurgent	insurrection	irregular	misrule	rail	railroad	rectangle	rectify	rectitude	rectory	redress	regent	regency	regime	regimen	regiment	region	regional	regular	regulate	resource	resourceful	resurrection	rule	source	surge	unruly																																																																																																																																				
rīdeō (laugh / smile)	deride	derision	derisive	ridicule	ridiculous																																																																																																																																																																								
rogō (ask)	abrogate	arrogance	arrogant	arrogate	derogate	derogatory	interrogate	interrogation	interrogative	prerogative	rogation	surrogate																																																																																																																																																																	
saliō (jump / leap)	assail	assailant	assault	desultory	exult	exultant	exultation	insult	result	resultant	salient	sally	saute	somersault																																																																																																																																																															
salūtō (greet)	q.v. salūs																																																																																																																																																																												
sapiō (be wise)	insipid	sage	sapience	sapient	savant	savor	unsavory																																																																																																																																																																						
scandō (climb)	ascend	ascendancy	ascension	ascent	condescend	condescension	descend	descendant	descent	reascend	scale	scan	transcend	transcendent	transcendental																																																																																																																																																														
sciō (know)	conscience	conscientious	conscious	consciousness	nice	nicety	omniscience	omniscient	plebiscite	prescience	prescient	science	scientific	scientist	subconscious	unconscious																																																																																																																																																													
scrībō (write)	ascribe	ascription	circumscribe	conscript	conscription	describe	description	descriptive	indescribable	inscribe	inscription	manuscript	postscript	prescribe	prescription	prescriptive	proscribe	proscription	rescript	scribble	scribe	scrip	script	scripture	scrivener	shrive	subscribe	subscription	transcribe	transcript	transcription																																																																																																																																														
sedeō (sit)	assess	assessment	assessor	assiduity	assiduous	assizes	besiege	dispossess	insidious	obsess	obsession	possess	possession	possessive	possessor	preside	president	presidency	presidential	repossess	reside	residence	resident	residential	residual	residue	sedate	sedative	sedentary	sediment	sedimentary	session	siege	sizable	size	subside	subsidence	subsidiary	subsidize	subsidy	supersede	surcease																																																																																																																																			
sentiō (feel)	assent	consent	dissension	dissent	dissenter	insensate	insensible	nonsense	presentiment	resent	resentful	resentment	scent	sensation	sensational	sense	sensibility	sensible	sensitive	sensory	sensual	sensuous	sentence	sententious	sentient	sentiment	sentimental																																																																																																																																																		
sequor (follow)	consecutive	consequence	consequential	ensue	execute	execution	executioner	executive	executor	intrinsic	intrinsically	lawsuit	obsequious	persecute	persecution	persecutor	prosecute	prosecution	pursuance	pursue	pursuit	second	secondary	sect	sectarian	sectary	sequel	sequence	sequent	set	subsequent	sue	suit	suitable	suitcase	suite	unsuitable																																																																																																																																								
servō (save / keep)	conservation	conservatism	conservative	conservatory	conserve	observable	observance	observant	observation	observatory	observe	preservation	preservative	preserve	reservation	reserve	reservoir																																																																																																																																																												
spectō (watch / look at)	aspect	circumspect	disrespect	expect	expectation	inspect	inspection	irrespective	perspective	prospect	prospective	prospector	respect	respectable	respectful	respective	retrospect	retrospective	spectacle	spectacles	spectral	spectroscope	spectator																																																																																																																																																						
spērō (hope)	despair	desperado	desperate	desperation																																																																																																																																																																									
spīrō (breathe)	aspirant	aspiration	aspire	conspiracy	conspire	dispirit	dispirited	esprit	expiration	expire	inspiration	inspire	inspirit	perspiration	perspire	respiration	respiratory	respire	spirit	spiritous	spiritual	spiritualism	spirituality	sprite	transpire																																																																																																																																																				
stō (stand)	armistice	arrest	assist	assistance	assistant	circumstance	circumstantial	coexist	consist	consistence	consistency	consistent	consistory	constable	constancy	constant	constituency	constituent	constitute	constitution	constitutional	contrast	cost	costly	desist	destination	destine	destiny	destitute	destitution	distance	distant	equidistant	establish	estate	exist	existence	extant	inconsistency	inconsistent	inconstancy	inconstant	insist	insistence	instability	instance	instant	instantaneous	institute	institution	institutional	insubstantial	interstate	irresistible	nonexistent	obstacle	obstetrics	obstinacy	obstinate	persist	persistence	predestination	prostitute	prostitution	reconstitute	rest	resist	resistance	stable	stage	staminate	stance	stanza	state	statement	station	stationary	stationery	statist	statistical	statue	stature	stay	subsist	subsistence	substance	substantial	substantive	superstition	superstitious	transubstantiation																																																																																		
sum (be)	absence	absent	absentee	disinterested	entity	essence	essential	impossible	interest	misrepresent	nonentity	omnipresent	possible	presence	present	presentation	presentment	puissance	puissant	quintessence	represent	representative																																																																																																																																																							
sūmō (take up / assume)	assume	assumption	consume	consumer	consumption	presume	presumption	presumptive	presumptuous	reassume	resume	resumption	sumptuous																																																																																																																																																																
superō (surpass, overcome, defeat, conquer)	insuperable																																																																																																																																																																												
surgō (rise / get up)	q.v. regō																																																																																																																																																																												
taceō (be silent)	reticence	reticent	tacit	taciturn																																																																																																																																																																									
tangō (touch)	attain	attainable	attainder	attainment	attaint	contact	contagion	contagious	contaminate	contamination	contiguity	contiguous	contingency	contingent	disintegrate	disintegration	distaste	entire	intact	intangible	integral	integrate	integration	integrity	tact	tactful	tangent	tangible	taste	tasty	unattainable																																																																																																																																														
temptō (try / attempt)	attempt	tempt	temptation	tentacle	tentative																																																																																																																																																																								
tendō (stretch)	attend	attendance	attendant	attention	attentive	bartender	contend	contention	contentious	distend	entente	extend	extension	extensive	extent	inattentive	intend	intendant	intense	intensity	intent	intention	intentional	ostensible	ostensibly	ostentatious	portend	portent	portentous	pretend	pretender	pretense	pretension	pretentious	standard	standardize	superintend	superintendent	tend	tendency	tender (v.)	tense (adj.)	tension	tent																																																																																																																																	
teneō (hold)	abstain	abstinence	appertain	contain	container	content	contentment	continence	continent	continental	continual	continuous	countenance	detain	detention	discontent	discontinue	entertain	entertainment	impertinence	impertinent	incontinence	lieutenant	maintain	maintenance	malcontent	obtain	obtainable	pertain	pertinacious	pertinacity	pertinent	rein	retain	retainer	retention	retentive	retinue	sustain	sustenance	tenable	tenacious	tenacity	tenancy	tenant	tenantry	tenement	tennis	tenor	tenure	transcontinental																																																																																																																										
terreō (frighten / scare)	deter	terrible	terrific	terrify	terrorize																																																																																																																																																																								
timeō (fear)	intimidate	intimidation	timid	timidity	timorous																																																																																																																																																																								
tollō (lift up)	extol	intolerable	intolerance	intolerant	tolerable	tolerance	tolerant	tolerate	toleration																																																																																																																																																																				
trahō (drag)	abstract	abstraction	attract	attraction	attractive	contract	contraction	detract	detractor	detraction	distract	distraction	distraught	entreat	entreaty	extract	extraction	intractable	intreat	maltreat	portrait	portraiture	portray	protract	protractor	retrace	retract	retreat	subtract	subtraction	trace	traceable	tract	tractable	traction	tractor	train	trainer	trait	treat	treatise	treatment	treaty																																																																																																																																		
valeō (be well / be strong)	avail	available	convalescence	convalescent	equivalent	evaluate	invalid	invaluable	prevail	prevalence	prevalent	valence	valiant	valid	validity	valor	valorous	valuable	valuation	value	valedictory	valedictorian																																																																																																																																																							
vēndō (sell)	q.v. dō																																																																																																																																																																												
veniō (come)	advent	adventure	avenue	circumvent	convene	convenience	convenient	convent	convention	covenant	event	eventual	inconvenience	inconvenient	intervene	intervention	invent	invention	inventor	inventory	misadventure	parvenu	prevent	prevention	revenue	souvenir	supervene	venture																																																																																																																																																	
verberō (beat)	reverberate																																																																																																																																																																												
vertō (turn)	adversary	adverse	adversity	advertise	advertisement	animadversion	animadvert	anniversary	averse	aversion	avert	controversial	controversy	controvert	conversant	conversation	conversational	converse	conversion	convert	convertible	diverse	diversion	divert	divorce	inadvertent	incontrovertible	introvert	inverse	inversion	invert	invertebrate	perverse	perversion	pervert	prosaic	prose	reversal	reverse	reversion	revert	subversion	subvert	suzerain	suzerainty	transverse	traverse	universal	universe	varsity	versatile	versatility	verse	versification	version	vertebral	vertebrate	vertical																																																																																																																			
vexō (annoy / trouble)	vex	vexation	vexatious																																																																																																																																																																										
videō (see)	advice	advisable	advise	advisor	advisory	enviable	envious	envy	evidence	evident	improvidence	improvident	improvise	imprudence	imprudent	inadvisable	interview	invidious	invisible	jurisprudence	preview	provide	providence	provident	provision	provisional	proviso	prudence	prudent	prudential	purvey	review	revise	revision	revisit	revue	supervise	supervision	survey	surveyor	television	view	visage	visibility	visible	vision	visit	visitor	visor	vista	visual	visualize																																																																																																																									
vincō (conquer / defeat)	convict	conviction	convince	evince	invincible	vanquish	victorious	victory																																																																																																																																																																					
vīsitō (visit)	q.v. videō																																																																																																																																																																												
vituperō (scold)	vituperate	vituperative																																																																																																																																																																											
vīvō (live)	convivial	revival	revive	survival	survive	viand	victual	vital	vitality	vitamin	vivacious	vivacity	vive	vivid	vivify																																																																																																																																																														
vocō (call)	q.v. vox																																																																																																																																																																												
volō, āre (fly, rush)	volatile	volley																																																																																																																																																																											
volō, velle (wish)	benevolence	benevolent	involuntary	malevolence	malevolent	volition	voluntary	volunteer																																																																																																																																																																					
volvō (roll)	convolution	counterrevolution	devolve	devolution	evolution	evolutionary	evolve	involve	revolt	revolution	revolutionary	revolve	vault	voluble	volume	voluminous																																																																																																																																																													
